     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
      2700,        39,         0,   0.220,pymatching_owd_d3_r3,13e8058dbcb7108f3383385520cb14126ab8aa7f1da058be4e0275936ebf612d,"{""d"":3,""decodings"":3,""p"":0.002}",
      5400,        67,         0,   0.406,pymatching_owd_d3_r3,13e8058dbcb7108f3383385520cb14126ab8aa7f1da058be4e0275936ebf612d,"{""d"":3,""decodings"":3,""p"":0.002}",
       200,        95,         0,    1.19,pymatching_owd_d9_r2,17de600966219d235490f07e4d7d52028ed8ec4227922f21eed44d3d519e4a22,"{""d"":9,""decodings"":2,""p"":0.011}",
       200,        94,         0,    1.19,pymatching_owd_d9_r2,17de600966219d235490f07e4d7d52028ed8ec4227922f21eed44d3d519e4a22,"{""d"":9,""decodings"":2,""p"":0.011}",
      1468,        15,         0,   0.139,pymatching_owd_d3_r3,13e8058dbcb7108f3383385520cb14126ab8aa7f1da058be4e0275936ebf612d,"{""d"":3,""decodings"":3,""p"":0.002}",
       770,        12,         0,   0.088,pymatching_owd_d3_r3,13e8058dbcb7108f3383385520cb14126ab8aa7f1da058be4e0275936ebf612d,"{""d"":3,""decodings"":3,""p"":0.002}",
      3342,        41,         0,   0.268,pymatching_owd_d3_r3,13e8058dbcb7108f3383385520cb14126ab8aa7f1da058be4e0275936ebf612d,"{""d"":3,""decodings"":3,""p"":0.002}",
       193,         3,         0,   0.049,pymatching_owd_d3_r3,13e8058dbcb7108f3383385520cb14126ab8aa7f1da058be4e0275936ebf612d,"{""d"":3,""decodings"":3,""p"":0.002}",
       100,         2,         0,   0.240,pymatching_owd_d5_r3,77d435f5760ce26cd9576f009b64997c50822b36470c61d42dbe3943c52f61e8,"{""d"":5,""decodings"":3,""p"":0.002}",
       100,        44,         0,    1.14,pymatching_owd_d9_r2,17de600966219d235490f07e4d7d52028ed8ec4227922f21eed44d3d519e4a22,"{""d"":9,""decodings"":2,""p"":0.011}",
       200,         0,         0,   0.220,pymatching_owd_d5_r3,77d435f5760ce26cd9576f009b64997c50822b36470c61d42dbe3943c52f61e8,"{""d"":5,""decodings"":3,""p"":0.002}",
       200,         1,         0,   0.222,pymatching_owd_d5_r3,77d435f5760ce26cd9576f009b64997c50822b36470c61d42dbe3943c52f61e8,"{""d"":5,""decodings"":3,""p"":0.002}",
       600,         4,         0,   0.254,pymatching_owd_d5_r3,77d435f5760ce26cd9576f009b64997c50822b36470c61d42dbe3943c52f61e8,"{""d"":5,""decodings"":3,""p"":0.002}",
