     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
      1000,        71,         0,    11.8,pymatching_owd_d17_r1,fc635528778446516e505418f0990ecd03fd128612fcb38abe82a658098e2174,"{""d"":17,""decodings"":1,""p"":0.006817316198804999}",
       600,        43,         0,    10.4,pymatching_owd_d17_r1,fc635528778446516e505418f0990ecd03fd128612fcb38abe82a658098e2174,"{""d"":17,""decodings"":1,""p"":0.006817316198804999}",
       133,         9,         0,    10.0,pymatching_owd_d17_r1,fc635528778446516e505418f0990ecd03fd128612fcb38abe82a658098e2174,"{""d"":17,""decodings"":1,""p"":0.006817316198804999}",
      1200,        71,         0,    13.2,pymatching_owd_d17_r1,fc635528778446516e505418f0990ecd03fd128612fcb38abe82a658098e2174,"{""d"":17,""decodings"":1,""p"":0.006817316198804999}",
      1297,        93,         0,    13.6,pymatching_owd_d17_r1,fc635528778446516e505418f0990ecd03fd128612fcb38abe82a658098e2174,"{""d"":17,""decodings"":1,""p"":0.006817316198804999}",
       385,        28,         0,    10.6,pymatching_owd_d17_r1,fc635528778446516e505418f0990ecd03fd128612fcb38abe82a658098e2174,"{""d"":17,""decodings"":1,""p"":0.006817316198804999}",
      2400,       163,         0,    16.8,pymatching_owd_d17_r1,fc635528778446516e505418f0990ecd03fd128612fcb38abe82a658098e2174,"{""d"":17,""decodings"":1,""p"":0.006817316198804999}",
      2901,       368,         0,    2.39,pymatching_owd_d9_r1,4f96f4315973cab7da62658182207053cc4a2f7dbfe025ada046afcec07aedaa,"{""d"":9,""decodings"":1,""p"":0.0077459666924148355}",
       123,        16,         0,    10.6,pymatching_owd_d17_r1,fc635528778446516e505418f0990ecd03fd128612fcb38abe82a658098e2174,"{""d"":17,""decodings"":1,""p"":0.006817316198804999}",
       100,        13,         0,    4.06,pymatching_owd_d13_r1,5cfb13b4faa97ac5dc3af115baa9b7ace69dac41e587cc16a23ba3211247017a,"{""d"":13,""decodings"":1,""p"":0.0077459666924148355}",
        40,         2,         0,    9.58,pymatching_owd_d17_r1,fc635528778446516e505418f0990ecd03fd128612fcb38abe82a658098e2174,"{""d"":17,""decodings"":1,""p"":0.006817316198804999}",
        19,         3,         0,    9.74,pymatching_owd_d17_r1,fc635528778446516e505418f0990ecd03fd128612fcb38abe82a658098e2174,"{""d"":17,""decodings"":1,""p"":0.006817316198804999}",
       537,        32,         0,    11.3,pymatching_owd_d17_r1,fc635528778446516e505418f0990ecd03fd128612fcb38abe82a658098e2174,"{""d"":17,""decodings"":1,""p"":0.006817316198804999}",
       200,        25,         0,    4.09,pymatching_owd_d13_r1,5cfb13b4faa97ac5dc3af115baa9b7ace69dac41e587cc16a23ba3211247017a,"{""d"":13,""decodings"":1,""p"":0.0077459666924148355}",
       100,        27,         0,    1.00,pymatching_owd_d9_r1,b47faa14a5239587f2a425d7da431ad6076e6ce390b383be432b01915390421d,"{""d"":9,""decodings"":1,""p"":0.008801117367933936}",
       154,        17,         0,    9.71,pymatching_owd_d17_r1,fc635528778446516e505418f0990ecd03fd128612fcb38abe82a658098e2174,"{""d"":17,""decodings"":1,""p"":0.006817316198804999}",
       200,        28,         0,    3.99,pymatching_owd_d13_r1,5cfb13b4faa97ac5dc3af115baa9b7ace69dac41e587cc16a23ba3211247017a,"{""d"":13,""decodings"":1,""p"":0.0077459666924148355}",
       200,        31,         0,    1.07,pymatching_owd_d9_r1,b47faa14a5239587f2a425d7da431ad6076e6ce390b383be432b01915390421d,"{""d"":9,""decodings"":1,""p"":0.008801117367933936}",
       100,        15,         0,    3.53,pymatching_owd_d13_r1,5cfb13b4faa97ac5dc3af115baa9b7ace69dac41e587cc16a23ba3211247017a,"{""d"":13,""decodings"":1,""p"":0.0077459666924148355}",
       100,        19,         0,    9.58,pymatching_owd_d17_r1,45eb5b647f9bbbe9c6560f9d5255d544a32210e6fa454975c5d3521b0de5cc98,"{""d"":17,""decodings"":1,""p"":0.0077459666924148355}",
       600,        90,         0,    4.25,pymatching_owd_d13_r1,5cfb13b4faa97ac5dc3af115baa9b7ace69dac41e587cc16a23ba3211247017a,"{""d"":13,""decodings"":1,""p"":0.0077459666924148355}",
       600,        95,         0,    4.20,pymatching_owd_d13_r1,5cfb13b4faa97ac5dc3af115baa9b7ace69dac41e587cc16a23ba3211247017a,"{""d"":13,""decodings"":1,""p"":0.0077459666924148355}",
       200,        30,         0,    3.63,pymatching_owd_d13_r1,5cfb13b4faa97ac5dc3af115baa9b7ace69dac41e587cc16a23ba3211247017a,"{""d"":13,""decodings"":1,""p"":0.0077459666924148355}",
      1000,       149,         0,    4.82,pymatching_owd_d13_r1,5cfb13b4faa97ac5dc3af115baa9b7ace69dac41e587cc16a23ba3211247017a,"{""d"":13,""decodings"":1,""p"":0.0077459666924148355}",
       600,        92,         0,    4.24,pymatching_owd_d13_r1,5cfb13b4faa97ac5dc3af115baa9b7ace69dac41e587cc16a23ba3211247017a,"{""d"":13,""decodings"":1,""p"":0.0077459666924148355}",
       600,       121,         0,    1.31,pymatching_owd_d9_r1,b47faa14a5239587f2a425d7da431ad6076e6ce390b383be432b01915390421d,"{""d"":9,""decodings"":1,""p"":0.008801117367933936}",
       600,       122,         0,    1.26,pymatching_owd_d9_r1,b47faa14a5239587f2a425d7da431ad6076e6ce390b383be432b01915390421d,"{""d"":9,""decodings"":1,""p"":0.008801117367933936}",
       194,        40,         0,    1.15,pymatching_owd_d9_r1,b47faa14a5239587f2a425d7da431ad6076e6ce390b383be432b01915390421d,"{""d"":9,""decodings"":1,""p"":0.008801117367933936}",
      1800,       376,         0,    1.85,pymatching_owd_d9_r1,b47faa14a5239587f2a425d7da431ad6076e6ce390b383be432b01915390421d,"{""d"":9,""decodings"":1,""p"":0.008801117367933936}",
      1308,       180,         0,    5.17,pymatching_owd_d13_r1,5cfb13b4faa97ac5dc3af115baa9b7ace69dac41e587cc16a23ba3211247017a,"{""d"":13,""decodings"":1,""p"":0.0077459666924148355}",
       100,        29,         0,    1.08,pymatching_owd_d9_r1,157fccef8cfe0c4fdbdeac6031a1b8cbdb5e890312b871a617dd7fecac7dcba0,"{""d"":9,""decodings"":1,""p"":0.01}",
       200,        55,         0,    1.10,pymatching_owd_d9_r1,157fccef8cfe0c4fdbdeac6031a1b8cbdb5e890312b871a617dd7fecac7dcba0,"{""d"":9,""decodings"":1,""p"":0.01}",
       200,        42,         0,    9.36,pymatching_owd_d17_r1,45eb5b647f9bbbe9c6560f9d5255d544a32210e6fa454975c5d3521b0de5cc98,"{""d"":17,""decodings"":1,""p"":0.0077459666924148355}",
       100,        26,         0,    3.75,pymatching_owd_d13_r1,5904e9c05d88b7f3dccaf0a7b501149b1acdc4794f3791020ccd4e5203045f29,"{""d"":13,""decodings"":1,""p"":0.008801117367933936}",
       600,       155,         0,    1.29,pymatching_owd_d9_r1,157fccef8cfe0c4fdbdeac6031a1b8cbdb5e890312b871a617dd7fecac7dcba0,"{""d"":9,""decodings"":1,""p"":0.01}",
       200,        34,         0,    9.24,pymatching_owd_d17_r1,45eb5b647f9bbbe9c6560f9d5255d544a32210e6fa454975c5d3521b0de5cc98,"{""d"":17,""decodings"":1,""p"":0.0077459666924148355}",
       100,        19,         0,    8.83,pymatching_owd_d17_r1,45eb5b647f9bbbe9c6560f9d5255d544a32210e6fa454975c5d3521b0de5cc98,"{""d"":17,""decodings"":1,""p"":0.0077459666924148355}",
       200,        48,         0,    3.76,pymatching_owd_d13_r1,5904e9c05d88b7f3dccaf0a7b501149b1acdc4794f3791020ccd4e5203045f29,"{""d"":13,""decodings"":1,""p"":0.008801117367933936}",
       100,        34,         0,    8.71,pymatching_owd_d17_r1,988eb69cce74bd725aa44787859d57f0f380a0cd7315ce5cc06aa3aef10e5624,"{""d"":17,""decodings"":1,""p"":0.008801117367933936}",
       600,       168,         0,    4.84,pymatching_owd_d13_r1,5904e9c05d88b7f3dccaf0a7b501149b1acdc4794f3791020ccd4e5203045f29,"{""d"":13,""decodings"":1,""p"":0.008801117367933936}",
       600,       110,         0,    10.9,pymatching_owd_d17_r1,45eb5b647f9bbbe9c6560f9d5255d544a32210e6fa454975c5d3521b0de5cc98,"{""d"":17,""decodings"":1,""p"":0.0077459666924148355}",
       600,       159,         0,    5.07,pymatching_owd_d13_r1,5904e9c05d88b7f3dccaf0a7b501149b1acdc4794f3791020ccd4e5203045f29,"{""d"":13,""decodings"":1,""p"":0.008801117367933936}",
       600,       105,         0,    11.0,pymatching_owd_d17_r1,45eb5b647f9bbbe9c6560f9d5255d544a32210e6fa454975c5d3521b0de5cc98,"{""d"":17,""decodings"":1,""p"":0.0077459666924148355}",
      1000,       175,         0,    12.5,pymatching_owd_d17_r1,45eb5b647f9bbbe9c6560f9d5255d544a32210e6fa454975c5d3521b0de5cc98,"{""d"":17,""decodings"":1,""p"":0.0077459666924148355}",
       800,       133,         0,    11.8,pymatching_owd_d17_r1,45eb5b647f9bbbe9c6560f9d5255d544a32210e6fa454975c5d3521b0de5cc98,"{""d"":17,""decodings"":1,""p"":0.0077459666924148355}",
        18,         5,         0,    3.69,pymatching_owd_d13_r1,5904e9c05d88b7f3dccaf0a7b501149b1acdc4794f3791020ccd4e5203045f29,"{""d"":13,""decodings"":1,""p"":0.008801117367933936}",
      1106,       293,         0,    5.50,pymatching_owd_d13_r1,5904e9c05d88b7f3dccaf0a7b501149b1acdc4794f3791020ccd4e5203045f29,"{""d"":13,""decodings"":1,""p"":0.008801117367933936}",
        12,         2,         0,    3.97,pymatching_owd_d13_r1,5904e9c05d88b7f3dccaf0a7b501149b1acdc4794f3791020ccd4e5203045f29,"{""d"":13,""decodings"":1,""p"":0.008801117367933936}",
       152,        22,         0,    10.0,pymatching_owd_d17_r1,45eb5b647f9bbbe9c6560f9d5255d544a32210e6fa454975c5d3521b0de5cc98,"{""d"":17,""decodings"":1,""p"":0.0077459666924148355}",
        84,        15,         0,    9.78,pymatching_owd_d17_r1,45eb5b647f9bbbe9c6560f9d5255d544a32210e6fa454975c5d3521b0de5cc98,"{""d"":17,""decodings"":1,""p"":0.0077459666924148355}",
        63,         6,         0,    10.0,pymatching_owd_d17_r1,45eb5b647f9bbbe9c6560f9d5255d544a32210e6fa454975c5d3521b0de5cc98,"{""d"":17,""decodings"":1,""p"":0.0077459666924148355}",
        68,        15,         0,    10.0,pymatching_owd_d17_r1,45eb5b647f9bbbe9c6560f9d5255d544a32210e6fa454975c5d3521b0de5cc98,"{""d"":17,""decodings"":1,""p"":0.0077459666924148355}",
       200,        76,         0,    10.5,pymatching_owd_d17_r1,988eb69cce74bd725aa44787859d57f0f380a0cd7315ce5cc06aa3aef10e5624,"{""d"":17,""decodings"":1,""p"":0.008801117367933936}",
      1739,       472,         0,    2.00,pymatching_owd_d9_r1,157fccef8cfe0c4fdbdeac6031a1b8cbdb5e890312b871a617dd7fecac7dcba0,"{""d"":9,""decodings"":1,""p"":0.01}",
       200,        60,         0,    10.0,pymatching_owd_d17_r1,988eb69cce74bd725aa44787859d57f0f380a0cd7315ce5cc06aa3aef10e5624,"{""d"":17,""decodings"":1,""p"":0.008801117367933936}",
        30,         6,         0,    8.89,pymatching_owd_d17_r1,45eb5b647f9bbbe9c6560f9d5255d544a32210e6fa454975c5d3521b0de5cc98,"{""d"":17,""decodings"":1,""p"":0.0077459666924148355}",
       100,        33,         0,    9.11,pymatching_owd_d17_r1,988eb69cce74bd725aa44787859d57f0f380a0cd7315ce5cc06aa3aef10e5624,"{""d"":17,""decodings"":1,""p"":0.008801117367933936}",
        28,         3,         0,    8.37,pymatching_owd_d17_r1,45eb5b647f9bbbe9c6560f9d5255d544a32210e6fa454975c5d3521b0de5cc98,"{""d"":17,""decodings"":1,""p"":0.0077459666924148355}",
       100,        41,         0,    3.67,pymatching_owd_d13_r1,a45309e866fe70ddede64070ea7b1dfcb974031428799220c503f4e86ef0e77c,"{""d"":13,""decodings"":1,""p"":0.01}",
       600,       196,         0,    10.9,pymatching_owd_d17_r1,988eb69cce74bd725aa44787859d57f0f380a0cd7315ce5cc06aa3aef10e5624,"{""d"":17,""decodings"":1,""p"":0.008801117367933936}",
       600,       201,         0,    10.5,pymatching_owd_d17_r1,988eb69cce74bd725aa44787859d57f0f380a0cd7315ce5cc06aa3aef10e5624,"{""d"":17,""decodings"":1,""p"":0.008801117367933936}",
       200,        80,         0,    3.86,pymatching_owd_d13_r1,a45309e866fe70ddede64070ea7b1dfcb974031428799220c503f4e86ef0e77c,"{""d"":13,""decodings"":1,""p"":0.01}",
       259,        84,         0,    9.18,pymatching_owd_d17_r1,988eb69cce74bd725aa44787859d57f0f380a0cd7315ce5cc06aa3aef10e5624,"{""d"":17,""decodings"":1,""p"":0.008801117367933936}",
        12,         2,         0,    8.19,pymatching_owd_d17_r1,988eb69cce74bd725aa44787859d57f0f380a0cd7315ce5cc06aa3aef10e5624,"{""d"":17,""decodings"":1,""p"":0.008801117367933936}",
       200,        85,         0,    3.63,pymatching_owd_d13_r1,a45309e866fe70ddede64070ea7b1dfcb974031428799220c503f4e86ef0e77c,"{""d"":13,""decodings"":1,""p"":0.01}",
       100,        36,         0,    8.64,pymatching_owd_d17_r1,0d3ea085ebc583cbbc830305962684cc513fdd6ae7d9e09580335dea702d898d,"{""d"":17,""decodings"":1,""p"":0.01}",
       600,       228,         0,    4.48,pymatching_owd_d13_r1,a45309e866fe70ddede64070ea7b1dfcb974031428799220c503f4e86ef0e77c,"{""d"":13,""decodings"":1,""p"":0.01}",
        39,        13,         0,    8.40,pymatching_owd_d17_r1,988eb69cce74bd725aa44787859d57f0f380a0cd7315ce5cc06aa3aef10e5624,"{""d"":17,""decodings"":1,""p"":0.008801117367933936}",
       601,       224,         0,    4.56,pymatching_owd_d13_r1,a45309e866fe70ddede64070ea7b1dfcb974031428799220c503f4e86ef0e77c,"{""d"":13,""decodings"":1,""p"":0.01}",
        78,        30,         0,    3.83,pymatching_owd_d13_r1,a45309e866fe70ddede64070ea7b1dfcb974031428799220c503f4e86ef0e77c,"{""d"":13,""decodings"":1,""p"":0.01}",
         4,         1,         0,    8.39,pymatching_owd_d17_r1,988eb69cce74bd725aa44787859d57f0f380a0cd7315ce5cc06aa3aef10e5624,"{""d"":17,""decodings"":1,""p"":0.008801117367933936}",
         6,         1,         0,    8.53,pymatching_owd_d17_r1,988eb69cce74bd725aa44787859d57f0f380a0cd7315ce5cc06aa3aef10e5624,"{""d"":17,""decodings"":1,""p"":0.008801117367933936}",
        36,         8,         0,    3.60,pymatching_owd_d13_r1,a45309e866fe70ddede64070ea7b1dfcb974031428799220c503f4e86ef0e77c,"{""d"":13,""decodings"":1,""p"":0.01}",
         1,         0,         0,    3.79,pymatching_owd_d13_r1,a45309e866fe70ddede64070ea7b1dfcb974031428799220c503f4e86ef0e77c,"{""d"":13,""decodings"":1,""p"":0.01}",
       200,       100,         0,    9.84,pymatching_owd_d17_r1,0d3ea085ebc583cbbc830305962684cc513fdd6ae7d9e09580335dea702d898d,"{""d"":17,""decodings"":1,""p"":0.01}",
        15,         7,         0,    4.13,pymatching_owd_d13_r1,a45309e866fe70ddede64070ea7b1dfcb974031428799220c503f4e86ef0e77c,"{""d"":13,""decodings"":1,""p"":0.01}",
         1,         0,         0,    4.00,pymatching_owd_d13_r1,a45309e866fe70ddede64070ea7b1dfcb974031428799220c503f4e86ef0e77c,"{""d"":13,""decodings"":1,""p"":0.01}",
       200,        93,         0,    10.1,pymatching_owd_d17_r1,0d3ea085ebc583cbbc830305962684cc513fdd6ae7d9e09580335dea702d898d,"{""d"":17,""decodings"":1,""p"":0.01}",
       100,         6,         0,    1.83,pymatching_owd_d9_r2,fb0bfe90f537d77364762793472f9099dd11796437c6abb2f8800591728421a4,"{""d"":9,""decodings"":2,""p"":0.006}",
         1,         1,         0,    9.11,pymatching_owd_d17_r1,988eb69cce74bd725aa44787859d57f0f380a0cd7315ce5cc06aa3aef10e5624,"{""d"":17,""decodings"":1,""p"":0.008801117367933936}",
         3,         1,         0,    9.41,pymatching_owd_d17_r1,988eb69cce74bd725aa44787859d57f0f380a0cd7315ce5cc06aa3aef10e5624,"{""d"":17,""decodings"":1,""p"":0.008801117367933936}",
       200,        19,         0,    1.87,pymatching_owd_d9_r2,fb0bfe90f537d77364762793472f9099dd11796437c6abb2f8800591728421a4,"{""d"":9,""decodings"":2,""p"":0.006}",
       200,        11,         0,    1.73,pymatching_owd_d9_r2,fb0bfe90f537d77364762793472f9099dd11796437c6abb2f8800591728421a4,"{""d"":9,""decodings"":2,""p"":0.006}",
       100,         9,         0,    1.70,pymatching_owd_d9_r2,fb0bfe90f537d77364762793472f9099dd11796437c6abb2f8800591728421a4,"{""d"":9,""decodings"":2,""p"":0.006}",
       600,        43,         0,    2.09,pymatching_owd_d9_r2,fb0bfe90f537d77364762793472f9099dd11796437c6abb2f8800591728421a4,"{""d"":9,""decodings"":2,""p"":0.006}",
      1000,        58,         0,    2.26,pymatching_owd_d9_r2,fb0bfe90f537d77364762793472f9099dd11796437c6abb2f8800591728421a4,"{""d"":9,""decodings"":2,""p"":0.006}",
      1200,        81,         0,    2.43,pymatching_owd_d9_r2,fb0bfe90f537d77364762793472f9099dd11796437c6abb2f8800591728421a4,"{""d"":9,""decodings"":2,""p"":0.006}",
       100,         8,         0,    6.08,pymatching_owd_d13_r2,964083244439bda5c5d882b56f240c1c49b17106bc482fef2dcaf9f6fe887ad5,"{""d"":13,""decodings"":2,""p"":0.006}",
      2400,       160,         0,    3.42,pymatching_owd_d9_r2,fb0bfe90f537d77364762793472f9099dd11796437c6abb2f8800591728421a4,"{""d"":9,""decodings"":2,""p"":0.006}",
       286,        20,         0,    2.10,pymatching_owd_d9_r2,fb0bfe90f537d77364762793472f9099dd11796437c6abb2f8800591728421a4,"{""d"":9,""decodings"":2,""p"":0.006}",
       600,       263,         0,    12.1,pymatching_owd_d17_r1,0d3ea085ebc583cbbc830305962684cc513fdd6ae7d9e09580335dea702d898d,"{""d"":17,""decodings"":1,""p"":0.01}",
       444,       204,         0,    11.2,pymatching_owd_d17_r1,0d3ea085ebc583cbbc830305962684cc513fdd6ae7d9e09580335dea702d898d,"{""d"":17,""decodings"":1,""p"":0.01}",
      4400,       300,         0,    4.65,pymatching_owd_d9_r2,fb0bfe90f537d77364762793472f9099dd11796437c6abb2f8800591728421a4,"{""d"":9,""decodings"":2,""p"":0.006}",
        24,         2,         0,    1.78,pymatching_owd_d9_r2,fb0bfe90f537d77364762793472f9099dd11796437c6abb2f8800591728421a4,"{""d"":9,""decodings"":2,""p"":0.006}",
       100,         8,         0,    1.77,pymatching_owd_d9_r2,462e562fa03f2220b2b733b0ab59037197c845048da55df04a2bde9f7231416a,"{""d"":9,""decodings"":2,""p"":0.006817316198804999}",
       200,         7,         0,    6.40,pymatching_owd_d13_r2,964083244439bda5c5d882b56f240c1c49b17106bc482fef2dcaf9f6fe887ad5,"{""d"":13,""decodings"":2,""p"":0.006}",
       200,        24,         0,    1.83,pymatching_owd_d9_r2,462e562fa03f2220b2b733b0ab59037197c845048da55df04a2bde9f7231416a,"{""d"":9,""decodings"":2,""p"":0.006817316198804999}",
       200,        12,         0,    6.16,pymatching_owd_d13_r2,964083244439bda5c5d882b56f240c1c49b17106bc482fef2dcaf9f6fe887ad5,"{""d"":13,""decodings"":2,""p"":0.006}",
       100,         6,         0,    6.00,pymatching_owd_d13_r2,964083244439bda5c5d882b56f240c1c49b17106bc482fef2dcaf9f6fe887ad5,"{""d"":13,""decodings"":2,""p"":0.006}",
        25,         8,         0,    9.09,pymatching_owd_d17_r1,0d3ea085ebc583cbbc830305962684cc513fdd6ae7d9e09580335dea702d898d,"{""d"":17,""decodings"":1,""p"":0.01}",
       600,        60,         0,    2.20,pymatching_owd_d9_r2,462e562fa03f2220b2b733b0ab59037197c845048da55df04a2bde9f7231416a,"{""d"":9,""decodings"":2,""p"":0.006817316198804999}",
       600,        39,         0,    7.26,pymatching_owd_d13_r2,964083244439bda5c5d882b56f240c1c49b17106bc482fef2dcaf9f6fe887ad5,"{""d"":13,""decodings"":2,""p"":0.006}",
       600,        43,         0,    7.46,pymatching_owd_d13_r2,964083244439bda5c5d882b56f240c1c49b17106bc482fef2dcaf9f6fe887ad5,"{""d"":13,""decodings"":2,""p"":0.006}",
      1000,        45,         0,    8.16,pymatching_owd_d13_r2,964083244439bda5c5d882b56f240c1c49b17106bc482fef2dcaf9f6fe887ad5,"{""d"":13,""decodings"":2,""p"":0.006}",
       800,        38,         0,    7.48,pymatching_owd_d13_r2,964083244439bda5c5d882b56f240c1c49b17106bc482fef2dcaf9f6fe887ad5,"{""d"":13,""decodings"":2,""p"":0.006}",
      1800,       256,         0,    2.97,pymatching_owd_d9_r2,462e562fa03f2220b2b733b0ab59037197c845048da55df04a2bde9f7231416a,"{""d"":9,""decodings"":2,""p"":0.006817316198804999}",
       100,         3,         0,    14.3,pymatching_owd_d17_r2,2283fc405aa4df76acbb67aca0b7a20d2c3fc4d2f30e897d838d387c8eddf824,"{""d"":17,""decodings"":2,""p"":0.006}",
      2740,       333,         0,    3.38,pymatching_owd_d9_r2,462e562fa03f2220b2b733b0ab59037197c845048da55df04a2bde9f7231416a,"{""d"":9,""decodings"":2,""p"":0.006817316198804999}",
       491,        36,         0,    6.42,pymatching_owd_d13_r2,964083244439bda5c5d882b56f240c1c49b17106bc482fef2dcaf9f6fe887ad5,"{""d"":13,""decodings"":2,""p"":0.006}",
      2400,       142,         0,    10.2,pymatching_owd_d13_r2,964083244439bda5c5d882b56f240c1c49b17106bc482fef2dcaf9f6fe887ad5,"{""d"":13,""decodings"":2,""p"":0.006}",
       168,        18,         0,    1.66,pymatching_owd_d9_r2,462e562fa03f2220b2b733b0ab59037197c845048da55df04a2bde9f7231416a,"{""d"":9,""decodings"":2,""p"":0.006817316198804999}",
      2630,       140,         0,    10.4,pymatching_owd_d13_r2,964083244439bda5c5d882b56f240c1c49b17106bc482fef2dcaf9f6fe887ad5,"{""d"":13,""decodings"":2,""p"":0.006}",
      3600,       196,         0,    12.3,pymatching_owd_d13_r2,964083244439bda5c5d882b56f240c1c49b17106bc482fef2dcaf9f6fe887ad5,"{""d"":13,""decodings"":2,""p"":0.006}",
        25,         1,         0,    1.63,pymatching_owd_d9_r2,462e562fa03f2220b2b733b0ab59037197c845048da55df04a2bde9f7231416a,"{""d"":9,""decodings"":2,""p"":0.006817316198804999}",
       100,        26,         0,    1.85,pymatching_owd_d9_r2,5b7a463edf8c5db5a23d66c942e55a7296e43f97659793e0d4b8616d72d7c4d6,"{""d"":9,""decodings"":2,""p"":0.0077459666924148355}",
       200,        34,         0,    1.76,pymatching_owd_d9_r2,5b7a463edf8c5db5a23d66c942e55a7296e43f97659793e0d4b8616d72d7c4d6,"{""d"":9,""decodings"":2,""p"":0.0077459666924148355}",
       200,        13,         0,    13.9,pymatching_owd_d17_r2,2283fc405aa4df76acbb67aca0b7a20d2c3fc4d2f30e897d838d387c8eddf824,"{""d"":17,""decodings"":2,""p"":0.006}",
       100,         7,         0,    5.72,pymatching_owd_d13_r2,c822f6b7218c4a354f75ad245fd3378638423258a477a79d51c7022826293618,"{""d"":13,""decodings"":2,""p"":0.006817316198804999}",
       600,       107,         0,    2.04,pymatching_owd_d9_r2,5b7a463edf8c5db5a23d66c942e55a7296e43f97659793e0d4b8616d72d7c4d6,"{""d"":9,""decodings"":2,""p"":0.0077459666924148355}",
       200,         9,         0,    13.9,pymatching_owd_d17_r2,2283fc405aa4df76acbb67aca0b7a20d2c3fc4d2f30e897d838d387c8eddf824,"{""d"":17,""decodings"":2,""p"":0.006}",
       100,         9,         0,    13.4,pymatching_owd_d17_r2,2283fc405aa4df76acbb67aca0b7a20d2c3fc4d2f30e897d838d387c8eddf824,"{""d"":17,""decodings"":2,""p"":0.006}",
       200,        23,         0,    6.07,pymatching_owd_d13_r2,c822f6b7218c4a354f75ad245fd3378638423258a477a79d51c7022826293618,"{""d"":13,""decodings"":2,""p"":0.006817316198804999}",
       100,        13,         0,    14.0,pymatching_owd_d17_r2,e53b1c6dbb1810593abc99a44acbf35f15a240e10ec5a736c6e4959fa4b2e008,"{""d"":17,""decodings"":2,""p"":0.006817316198804999}",
       600,        77,         0,    7.50,pymatching_owd_d13_r2,c822f6b7218c4a354f75ad245fd3378638423258a477a79d51c7022826293618,"{""d"":13,""decodings"":2,""p"":0.006817316198804999}",
       600,        21,         0,    16.5,pymatching_owd_d17_r2,2283fc405aa4df76acbb67aca0b7a20d2c3fc4d2f30e897d838d387c8eddf824,"{""d"":17,""decodings"":2,""p"":0.006}",
       600,        83,         0,    7.71,pymatching_owd_d13_r2,c822f6b7218c4a354f75ad245fd3378638423258a477a79d51c7022826293618,"{""d"":13,""decodings"":2,""p"":0.006817316198804999}",
       600,        21,         0,    16.6,pymatching_owd_d17_r2,2283fc405aa4df76acbb67aca0b7a20d2c3fc4d2f30e897d838d387c8eddf824,"{""d"":17,""decodings"":2,""p"":0.006}",
      1000,        48,         0,    19.1,pymatching_owd_d17_r2,2283fc405aa4df76acbb67aca0b7a20d2c3fc4d2f30e897d838d387c8eddf824,"{""d"":17,""decodings"":2,""p"":0.006}",
       800,        27,         0,    18.0,pymatching_owd_d17_r2,2283fc405aa4df76acbb67aca0b7a20d2c3fc4d2f30e897d838d387c8eddf824,"{""d"":17,""decodings"":2,""p"":0.006}",
      1800,       227,         0,    10.1,pymatching_owd_d13_r2,c822f6b7218c4a354f75ad245fd3378638423258a477a79d51c7022826293618,"{""d"":13,""decodings"":2,""p"":0.006817316198804999}",
      1597,        72,         0,    23.2,pymatching_owd_d17_r2,2283fc405aa4df76acbb67aca0b7a20d2c3fc4d2f30e897d838d387c8eddf824,"{""d"":17,""decodings"":2,""p"":0.006}",
      2003,        99,         0,    25.0,pymatching_owd_d17_r2,2283fc405aa4df76acbb67aca0b7a20d2c3fc4d2f30e897d838d387c8eddf824,"{""d"":17,""decodings"":2,""p"":0.006}",
       457,        20,         0,    16.9,pymatching_owd_d17_r2,2283fc405aa4df76acbb67aca0b7a20d2c3fc4d2f30e897d838d387c8eddf824,"{""d"":17,""decodings"":2,""p"":0.006}",
      2439,       113,         0,    27.9,pymatching_owd_d17_r2,2283fc405aa4df76acbb67aca0b7a20d2c3fc4d2f30e897d838d387c8eddf824,"{""d"":17,""decodings"":2,""p"":0.006}",
      3120,       123,         0,    31.6,pymatching_owd_d17_r2,2283fc405aa4df76acbb67aca0b7a20d2c3fc4d2f30e897d838d387c8eddf824,"{""d"":17,""decodings"":2,""p"":0.006}",
      2251,       258,         0,    12.4,pymatching_owd_d13_r2,c822f6b7218c4a354f75ad245fd3378638423258a477a79d51c7022826293618,"{""d"":13,""decodings"":2,""p"":0.006817316198804999}",
      3438,       121,         0,    33.1,pymatching_owd_d17_r2,2283fc405aa4df76acbb67aca0b7a20d2c3fc4d2f30e897d838d387c8eddf824,"{""d"":17,""decodings"":2,""p"":0.006}",
      1800,       296,         0,    2.88,pymatching_owd_d9_r2,5b7a463edf8c5db5a23d66c942e55a7296e43f97659793e0d4b8616d72d7c4d6,"{""d"":9,""decodings"":2,""p"":0.0077459666924148355}",
       200,        21,         0,    15.4,pymatching_owd_d17_r2,e53b1c6dbb1810593abc99a44acbf35f15a240e10ec5a736c6e4959fa4b2e008,"{""d"":17,""decodings"":2,""p"":0.006817316198804999}",
       200,        21,         0,    15.5,pymatching_owd_d17_r2,e53b1c6dbb1810593abc99a44acbf35f15a240e10ec5a736c6e4959fa4b2e008,"{""d"":17,""decodings"":2,""p"":0.006817316198804999}",
      1392,       268,         0,    2.57,pymatching_owd_d9_r2,5b7a463edf8c5db5a23d66c942e55a7296e43f97659793e0d4b8616d72d7c4d6,"{""d"":9,""decodings"":2,""p"":0.0077459666924148355}",
